Student_ID,Previous_Semester_GPA,No_of_Backlogs,Cumulative_GPA,T1_Marks,T2_Marks,T3_Marks,Attendance_Percentage,TA_Marks,Adherence_to_Deadlines,Total_Score,Final_Grade
S04601,6.84,1,6.78,17,13,30,68,18,3,78,B+
S04602,8.11,0,7.33,16,16,34,84,19,4,85,A
S04603,6.02,1,6.25,12,14,25,85,22,5,73,B
S04604,6.65,0,6.89,16,19,26,90,22,4,83,B+
S04605,6.68,0,7.88,16,15,26,94,20,3,77,B+
S04606,5.96,2,6.93,12,7,22,89,21,4,62,C+
S04607,9.15,0,8.96,19,11,27,92,24,5,81,B+
S04608,5.98,0,7.1,17,14,31,75,9,0,71,B
S04609,6.67,1,8.46,11,14,27,85,18,3,70,B
S04610,4.43,0,7.19,16,13,31,82,17,4,77,B+
S04611,5.64,1,9.57,10,12,29,83,19,3,70,B
S04612,5.99,0,7.09,13,14,28,73,18,4,73,B
S04613,7.46,0,5.71,15,16,32,72,15,4,78,B+
S04614,5.61,0,6.22,14,13,25,74,16,2,68,B
S04615,4.62,0,6.91,12,15,30,68,15,3,72,B
S04616,7.03,1,8.62,16,10,24,83,22,4,72,B
S04617,7.77,0,8.0,15,16,23,88,21,3,75,B+
S04618,8.12,0,6.36,13,13,21,79,19,4,66,B
S04619,6.94,0,6.24,16,16,26,66,21,4,79,B+
S04620,6.61,0,6.33,14,12,27,78,15,4,68,B
S04621,5.66,0,5.96,19,17,27,97,23,4,86,A
S04622,7.14,0,6.37,16,13,29,88,19,2,77,B+
S04623,5.99,0,7.42,13,20,27,79,25,5,85,A
S04624,5.93,1,7.83,11,14,25,83,19,3,69,B
S04625,5.02,0,9.47,15,18,23,84,22,4,78,B+
S04626,6.29,0,4.82,15,14,26,96,22,4,77,B+
S04627,5.5,1,6.5,13,13,26,79,20,4,72,B
S04628,7.36,2,7.2,13,10,24,84,24,4,71,B
S04629,6.95,0,5.63,17,15,26,91,20,4,78,B+
S04630,4.62,0,8.32,14,17,27,85,22,4,80,B+
S04631,5.47,1,6.14,14,14,24,87,22,4,74,B
S04632,5.87,0,6.83,16,15,26,74,19,4,76,B+
S04633,9.47,1,6.73,15,15,23,75,20,4,73,B
S04634,5.13,0,5.8,20,13,26,85,23,4,82,B+
S04635,7.17,0,6.33,14,13,31,85,15,1,73,B
S04636,7.94,0,5.79,17,16,27,65,17,3,77,B+
S04637,6.09,0,5.43,14,15,28,79,20,4,77,B+
S04638,7.64,0,6.89,17,17,26,69,17,4,77,B+
S04639,6.9,0,5.87,10,14,26,70,18,4,68,B
S04640,7.31,1,6.74,13,13,25,61,16,3,67,B
S04641,7.15,0,6.49,14,16,26,67,16,3,72,B
S04642,5.94,1,7.45,17,12,28,97,22,5,79,B+
S04643,8.7,0,7.48,15,13,31,77,19,3,78,B+
S04644,6.69,0,7.23,14,15,24,90,21,3,74,B
S04645,6.72,1,6.95,11,13,27,69,15,3,66,B
S04646,6.25,0,6.09,11,17,26,70,15,3,69,B
S04647,5.92,0,5.24,15,14,26,91,25,4,80,B+
S04648,6.0,0,6.52,17,16,32,62,13,3,78,B+
S04649,8.43,0,6.58,16,16,32,85,25,4,89,A
S04650,6.88,0,5.83,12,14,22,62,15,2,63,C+
S04651,6.64,0,6.31,18,13,30,80,19,3,80,B+
S04652,5.01,1,5.38,14,12,25,66,17,3,68,B
S04653,6.67,0,4.45,14,14,27,92,23,4,78,B+
S04654,7.12,0,5.83,17,14,24,84,20,4,75,B+
S04655,7.31,1,6.86,14,12,28,67,15,3,69,B
S04656,6.9,2,7.22,9,11,22,74,19,4,61,C+
S04657,6.89,2,6.38,14,12,21,72,17,3,64,C+
S04658,7.92,2,8.32,9,10,25,78,20,4,64,C+
S04659,6.73,0,7.86,16,14,21,81,17,2,68,B
S04660,8.47,0,6.88,16,17,21,98,24,5,78,B+
S04661,6.31,0,5.05,14,15,28,95,22,4,79,B+
S04662,7.06,1,7.26,11,15,23,97,22,4,71,B
S04663,5.79,0,6.66,13,14,26,92,18,3,71,B
S04664,7.08,2,9.6,9,14,28,77,18,4,69,B
S04665,7.17,1,7.41,14,12,23,76,20,5,69,B
S04666,6.99,0,9.68,15,17,30,80,22,4,84,B+
S04667,6.71,0,7.53,16,13,30,91,18,3,77,B+
S04668,5.49,0,5.85,17,17,28,63,15,3,77,B+
S04669,7.82,0,6.54,15,18,30,91,20,3,83,B+
S04670,5.89,0,8.18,15,14,27,67,23,5,79,B+
S04671,7.12,0,7.57,19,12,23,96,23,4,77,B+
S04672,4.68,0,6.54,14,13,30,79,17,3,74,B
S04673,7.91,0,8.09,17,15,28,86,15,1,75,B+
S04674,3.9,0,7.81,16,18,23,77,19,3,76,B+
S04675,5.87,3,7.95,14,10,28,77,17,3,69,B
S04676,9.3,0,5.44,13,18,25,72,19,5,75,B+
S04677,6.9,0,7.19,15,14,27,57,16,5,72,B
S04678,6.12,0,7.9,14,15,25,95,25,4,79,B+
S04679,7.23,0,7.44,17,16,22,90,19,4,74,B
S04680,4.25,1,5.71,14,15,23,67,19,3,71,B
S04681,6.61,3,6.11,8,8,18,79,21,4,55,C+
S04682,7.67,0,5.49,15,14,30,84,20,3,79,B+
S04683,6.59,1,7.21,10,12,22,88,20,4,64,C+
S04684,6.37,2,6.98,13,11,24,91,22,4,70,B
S04685,4.32,0,6.84,11,15,28,81,20,4,74,B
S04686,6.43,1,8.15,12,15,24,81,16,2,67,B
S04687,7.49,2,6.12,11,12,24,88,19,4,66,B
S04688,7.5,1,6.86,14,15,21,94,25,4,75,B+
S04689,5.77,0,5.66,13,10,28,78,17,3,68,B
S04690,7.6,0,4.72,14,15,26,75,20,4,75,B+
S04691,6.4,0,5.08,16,16,27,90,18,3,77,B+
S04692,6.55,0,6.69,16,14,29,93,25,5,84,B+
S04693,8.3,0,6.12,14,15,30,64,20,5,79,B+
S04694,7.81,0,8.07,15,13,29,82,21,4,78,B+
S04695,7.92,0,8.22,15,18,30,84,20,3,83,B+
S04696,5.78,0,8.85,11,16,27,77,22,5,76,B+
S04697,7.3,0,7.68,16,13,33,64,19,5,81,B+
S04698,8.26,2,6.76,11,10,24,67,16,4,61,C+
S04699,8.37,0,5.68,15,14,26,77,19,4,74,B
S04700,7.76,0,7.66,16,17,27,77,17,3,77,B+
S04701,4.01,1,6.66,12,15,20,70,15,3,62,C+
S04702,7.31,1,7.74,11,14,24,84,18,3,67,B
S04703,3.05,0,6.94,13,20,31,65,15,3,79,B+
S04704,6.37,0,6.88,14,11,29,90,23,4,77,B+
S04705,5.62,2,5.57,10,14,24,73,19,4,67,B
S04706,5.89,1,7.1,14,11,31,75,23,5,79,B+
S04707,5.68,0,6.58,16,13,27,88,19,3,75,B+
S04708,7.82,0,5.82,17,16,26,66,18,4,77,B+
S04709,8.21,0,6.8,11,18,33,74,18,3,80,B+
S04710,5.53,0,6.53,14,16,29,72,18,4,77,B+
S04711,6.73,0,6.23,14,12,18,95,20,3,64,C+
S04712,5.6,0,8.17,13,17,25,59,19,5,74,B
S04713,6.21,0,4.77,12,13,31,71,20,5,76,B+
S04714,6.31,0,5.3,13,16,17,81,20,3,66,B
S04715,7.3,0,7.02,14,16,26,81,18,3,74,B
S04716,4.92,0,7.05,17,17,33,90,21,4,88,A
S04717,4.38,0,6.17,14,14,26,80,20,4,74,B
S04718,5.62,0,7.94,16,15,27,70,19,4,77,B+
S04719,6.66,0,5.56,11,13,26,67,18,5,68,B
S04720,7.24,0,7.16,14,13,21,84,22,5,70,B
S04721,5.72,0,5.99,18,20,29,79,19,3,86,A
S04722,6.79,0,5.74,16,18,30,73,20,5,84,B+
S04723,8.51,0,8.61,15,13,26,70,18,4,72,B
S04724,3.48,0,6.48,16,12,25,81,19,4,72,B
S04725,4.88,0,7.51,15,16,27,90,25,5,83,B+
S04726,5.71,0,8.76,12,16,28,72,18,3,74,B
S04727,7.8,1,6.29,15,11,27,89,18,3,71,B
S04728,5.03,0,7.22,10,14,25,66,16,2,65,B
S04729,5.84,2,5.28,15,14,26,99,25,5,80,B+
S04730,6.23,3,5.5,10,14,25,79,15,2,64,C+
S04731,6.5,0,6.33,15,14,28,73,18,4,75,B+
S04732,7.3,0,7.76,18,16,26,84,19,3,79,B+
S04733,6.25,0,6.37,18,15,26,75,21,4,80,B+
S04734,6.74,0,5.63,15,14,20,69,14,2,63,C+
S04735,6.01,0,7.98,15,13,27,72,15,3,70,B
S04736,6.67,0,6.46,15,18,26,88,23,5,82,B+
S04737,6.66,0,6.69,12,15,18,81,17,3,62,C+
S04738,6.78,0,6.96,14,18,29,93,21,4,82,B+
S04739,6.65,2,6.47,11,12,18,77,19,4,60,C+
S04740,6.17,0,6.33,15,15,23,73,21,5,74,B
S04741,6.63,0,6.25,14,15,23,79,23,5,75,B+
S04742,7.06,0,7.96,12,12,23,99,21,4,68,B
S04743,5.79,0,7.04,18,16,32,70,20,4,86,A
S04744,6.63,0,6.27,20,18,23,86,19,4,80,B+
S04745,5.93,1,7.41,13,14,22,91,22,4,71,B
S04746,5.06,0,7.88,15,17,27,76,16,3,75,B+
S04747,5.24,1,7.4,14,14,26,65,18,4,72,B
S04748,5.6,0,6.02,13,15,27,80,20,4,75,B+
S04749,7.21,0,6.65,17,12,30,83,18,2,77,B+
S04750,4.69,2,8.25,12,12,24,93,18,4,66,B
S04751,7.11,0,6.47,15,19,30,84,21,4,85,A
S04752,7.2,0,4.83,15,13,27,84,20,4,75,B+
S04753,7.1,1,6.83,15,13,21,87,21,2,70,B
S04754,6.75,0,6.41,14,15,27,75,18,3,74,B
S04755,7.35,0,8.02,16,15,31,93,21,4,83,B+
S04756,6.15,0,5.96,16,15,29,64,15,3,75,B+
S04757,6.1,0,8.23,16,14,21,74,16,3,67,B
S04758,7.12,0,9.19,18,13,25,80,21,5,77,B+
S04759,7.67,0,5.66,14,14,26,89,21,4,75,B+
S04760,6.26,0,5.47,14,14,32,75,16,3,76,B+
S04761,7.09,0,6.49,16,17,26,79,17,3,76,B+
S04762,7.79,0,5.41,12,16,29,70,17,4,74,B
S04763,6.17,0,6.31,14,17,30,43,11,2,72,B
S04764,6.94,1,6.11,13,13,27,86,19,2,72,B
S04765,5.01,0,8.41,15,18,25,94,25,5,83,B+
S04766,8.47,0,5.29,18,17,31,72,20,4,86,A
S04767,6.54,2,6.44,10,14,24,78,19,4,67,B
S04768,6.21,0,8.24,15,16,26,67,17,3,74,B
S04769,6.18,0,7.19,16,14,25,86,15,2,70,B
S04770,4.97,1,5.04,12,17,25,74,20,4,74,B
S04771,6.75,1,7.13,14,13,24,76,18,3,69,B
S04772,7.25,0,5.99,17,16,26,77,23,5,82,B+
S04773,6.02,0,6.81,13,17,27,82,20,4,77,B+
S04774,5.19,0,6.49,15,17,27,86,15,2,74,B
S04775,5.39,0,8.38,17,13,26,83,16,2,72,B
S04776,5.94,0,7.94,15,15,26,86,24,4,80,B+
S04777,8.81,0,6.05,14,15,33,60,19,4,81,B+
S04778,6.95,0,5.54,16,15,27,67,16,4,74,B
S04779,7.09,0,8.38,18,15,31,84,20,4,84,B+
S04780,8.13,1,5.78,15,14,26,75,18,3,73,B
S04781,6.14,1,5.7,15,17,20,83,16,2,68,B
S04782,8.17,0,7.53,15,13,27,62,14,3,69,B
S04783,3.94,1,7.2,12,16,25,89,24,4,77,B+
S04784,7.61,0,7.58,15,14,33,84,19,4,81,B+
S04785,3.66,0,6.29,15,14,27,71,16,3,72,B
S04786,5.73,1,6.93,15,16,18,87,17,4,66,B
S04787,5.93,0,5.32,15,17,26,94,20,4,78,B+
S04788,6.49,0,7.99,15,16,22,63,17,4,70,B
S04789,5.78,0,8.57,13,13,29,79,16,4,71,B
S04790,4.39,1,6.19,10,14,30,88,21,4,75,B+
S04791,5.25,1,6.16,12,15,21,64,18,4,66,B
S04792,5.29,0,6.96,12,17,28,88,22,5,79,B+
S04793,6.68,0,5.48,13,17,29,90,17,2,76,B+
S04794,6.25,0,5.36,20,17,27,98,22,4,86,A
S04795,7.46,1,5.68,12,14,24,93,25,5,75,B+
S04796,6.9,0,6.56,13,16,25,84,17,3,71,B
S04797,7.01,0,5.79,16,16,24,85,20,4,76,B+
S04798,6.71,0,8.36,16,18,24,72,18,4,76,B+
S04799,4.34,0,8.67,16,15,29,71,19,4,79,B+
S04800,7.54,2,7.1,14,13,20,72,15,3,62,C+
S04801,6.81,1,6.17,13,10,22,86,23,5,68,B
S04802,3.79,0,7.62,11,13,31,69,14,3,69,B
S04803,6.12,0,6.79,13,15,24,86,21,4,73,B
S04804,6.59,2,6.6,11,11,26,76,19,4,67,B
S04805,6.41,0,6.65,15,15,25,88,21,5,76,B+
S04806,7.18,1,7.1,15,13,25,72,21,5,74,B
S04807,4.89,0,8.05,14,15,28,82,20,3,77,B+
S04808,8.98,0,5.48,13,17,30,62,20,5,80,B+
S04809,6.88,0,5.87,17,13,28,80,16,2,74,B
S04810,5.7,2,5.51,15,15,26,100,20,3,76,B+
S04811,4.8,0,7.24,11,14,27,81,19,3,71,B
S04812,5.02,0,6.54,16,15,32,84,20,3,83,B+
S04813,6.89,0,6.95,11,15,26,91,24,4,76,B+
S04814,7.07,0,7.08,14,14,25,83,19,4,72,B
S04815,6.48,0,8.3,15,14,30,72,19,5,78,B+
S04816,8.6,1,7.17,12,11,25,67,18,4,66,B
S04817,9.5,0,5.76,14,17,28,83,20,4,79,B+
S04818,8.93,0,6.68,13,15,26,77,19,4,73,B
S04819,6.02,0,6.3,12,17,25,90,24,5,78,B+
S04820,4.25,0,5.79,15,18,26,71,17,4,76,B+
S04821,5.33,0,7.08,13,15,28,85,21,4,77,B+
S04822,4.37,0,5.63,17,12,25,90,22,4,76,B+
S04823,8.15,0,4.22,15,15,26,92,22,3,78,B+
S04824,7.89,0,6.43,15,20,29,64,19,4,83,B+
S04825,6.55,1,9.27,17,13,23,73,19,4,72,B
S04826,7.76,0,7.42,13,15,26,74,21,4,75,B+
S04827,7.22,0,6.89,15,13,27,89,18,3,73,B
S04828,6.19,0,6.24,13,17,31,92,19,3,80,B+
S04829,6.14,0,6.26,15,16,31,74,22,5,84,B+
S04830,7.2,0,6.42,15,13,26,92,18,2,72,B
S04831,5.56,0,8.28,18,16,29,75,20,4,83,B+
S04832,4.32,1,5.33,13,12,24,78,20,3,69,B
S04833,6.94,1,5.94,13,14,24,82,25,5,76,B+
S04834,5.89,0,6.06,14,15,26,97,17,2,72,B
S04835,6.81,0,5.81,12,13,31,71,20,4,76,B+
S04836,6.19,0,7.54,15,14,23,85,22,5,74,B
S04837,5.37,0,7.17,16,12,30,79,19,4,77,B+
S04838,5.11,1,8.41,12,14,23,78,16,4,65,B
S04839,5.99,2,7.0,11,12,23,70,16,3,62,C+
S04840,7.3,1,7.74,10,11,32,81,17,3,70,B
S04841,5.26,1,6.74,14,17,27,82,19,4,77,B+
S04842,8.49,0,5.95,14,19,32,64,18,4,83,B+
S04843,5.45,1,7.15,16,15,24,86,21,5,76,B+
S04844,6.86,0,6.43,13,14,25,79,20,4,72,B
S04845,6.37,2,6.82,11,12,20,84,21,4,64,C+
S04846,7.02,0,6.3,15,13,29,83,18,2,75,B+
S04847,8.64,1,6.9,10,16,25,63,17,3,68,B
S04848,6.23,0,8.87,17,13,28,73,20,5,78,B+
S04849,7.58,0,5.34,14,15,25,71,19,4,73,B
S04850,5.1,0,4.88,15,17,27,85,21,4,80,B+
S04851,6.37,0,5.41,15,15,31,87,19,3,80,B+
S04852,6.47,1,8.2,16,13,24,82,21,4,74,B
S04853,6.18,0,6.42,14,11,24,97,25,5,74,B
S04854,7.51,1,5.74,12,15,24,74,15,3,66,B
S04855,6.7,2,5.19,14,11,29,70,18,4,72,B
S04856,6.37,0,6.13,20,13,28,85,20,4,81,B+
S04857,6.98,0,7.05,14,14,27,85,18,4,73,B
S04858,5.91,0,6.07,16,15,18,95,21,3,70,B
S04859,6.44,0,6.28,13,14,25,89,23,5,75,B+
S04860,5.65,1,5.4,17,13,21,81,18,3,69,B
S04861,5.48,1,7.31,11,12,27,76,17,4,67,B
S04862,8.64,0,5.54,15,15,34,97,25,5,89,A
S04863,9.43,0,7.89,17,14,30,92,18,3,79,B+
S04864,7.4,0,7.58,17,13,28,76,17,4,75,B+
S04865,8.08,0,5.27,14,13,30,96,18,2,75,B+
S04866,5.25,0,8.86,17,12,28,70,13,3,70,B
S04867,6.94,0,7.0,15,14,29,92,24,5,82,B+
S04868,6.89,0,8.45,16,18,28,89,20,4,82,B+
S04869,5.53,0,6.28,15,13,25,80,22,5,75,B+
S04870,8.0,0,7.87,15,11,23,69,17,4,66,B
S04871,7.4,2,6.14,11,11,20,89,23,4,65,B
S04872,6.66,1,7.44,10,9,28,79,22,5,69,B
S04873,5.39,0,5.5,14,13,31,70,21,5,79,B+
S04874,4.72,1,8.02,15,14,33,71,19,4,81,B+
S04875,8.18,0,8.76,13,13,30,78,18,4,74,B
S04876,5.64,1,7.89,14,13,22,84,20,4,69,B
S04877,8.03,0,4.74,14,16,32,85,21,4,83,B+
S04878,6.42,0,9.37,16,13,29,79,20,3,78,B+
S04879,8.1,0,6.9,19,15,26,60,17,3,77,B+
S04880,4.74,0,8.52,14,14,26,76,21,4,75,B+
S04881,6.31,1,7.76,13,16,26,71,19,3,74,B
S04882,7.08,0,7.13,18,13,31,73,22,5,84,B+
S04883,5.14,1,7.81,12,12,28,78,22,5,74,B
S04884,6.16,0,6.04,17,17,27,83,16,4,77,B+
S04885,9.28,1,6.01,10,15,29,86,22,4,76,B+
S04886,5.97,0,8.38,15,15,28,76,20,5,78,B+
S04887,7.43,0,5.26,18,15,28,74,16,4,77,B+
S04888,6.15,1,6.4,11,15,27,85,19,3,72,B
S04889,7.02,0,9.35,20,15,24,69,20,5,79,B+
S04890,7.32,0,8.07,12,14,27,82,19,4,72,B
S04891,6.58,0,5.76,15,10,23,88,20,3,68,B
S04892,9.08,2,7.39,15,16,28,81,20,3,79,B+
S04893,6.58,0,7.39,18,15,24,95,22,4,79,B+
S04894,7.56,0,6.37,18,16,25,87,21,4,80,B+
S04895,6.36,0,6.23,13,18,31,75,21,5,83,B+
S04896,5.7,0,6.4,15,16,25,75,23,5,79,B+
S04897,8.53,0,7.88,13,12,28,84,19,4,72,B
S04898,4.97,1,6.69,15,14,24,87,21,4,74,B
S04899,7.06,0,9.1,18,13,29,93,23,4,83,B+
S04900,6.34,0,5.88,13,14,28,81,21,5,76,B+
S04901,5.93,2,6.81,12,11,25,82,19,4,67,B
S04902,6.77,3,5.77,9,7,20,76,21,5,57,C+
S04903,6.96,2,6.56,8,13,25,88,20,4,66,B
S04904,6.83,1,7.67,11,13,23,58,20,4,67,B
S04905,7.69,0,5.63,11,15,25,84,19,3,70,B
S04906,3.39,0,5.93,15,17,27,78,17,3,76,B+
S04907,5.59,0,7.81,16,14,25,100,24,4,79,B+
S04908,8.14,0,7.79,13,17,26,77,16,2,72,B
S04909,4.61,0,5.79,15,12,33,89,20,3,80,B+
S04910,5.77,0,6.79,13,12,25,84,16,3,66,B
S04911,8.59,0,7.35,17,16,22,78,18,4,73,B
S04912,6.98,0,4.59,19,12,24,70,21,5,76,B+
S04913,5.93,0,5.96,15,14,28,59,18,4,75,B+
S04914,8.06,0,7.19,16,13,25,66,14,2,68,B
S04915,5.04,1,7.68,16,14,25,93,25,5,80,B+
S04916,8.36,0,6.11,14,16,29,69,22,4,81,B+
S04917,8.37,0,6.99,11,15,29,94,24,5,79,B+
S04918,5.67,0,7.2,13,16,25,88,21,4,75,B+
S04919,3.72,0,7.3,16,17,27,87,21,4,81,B+
S04920,3.98,0,5.97,15,12,26,88,20,3,73,B
S04921,5.92,1,6.73,11,12,27,77,18,3,68,B
S04922,6.66,0,8.7,18,12,22,89,19,3,71,B
S04923,7.58,0,7.81,14,15,33,72,16,3,78,B+
S04924,6.48,0,5.66,15,15,23,72,16,3,69,B
S04925,6.3,1,8.28,11,14,25,78,16,2,66,B
S04926,7.89,2,7.3,10,14,30,81,17,3,71,B
S04927,6.97,0,7.63,16,16,28,86,18,4,78,B+
S04928,7.35,0,5.43,14,15,22,86,18,3,69,B
S04929,5.58,2,7.02,13,13,26,74,19,4,71,B
S04930,6.28,0,6.44,15,17,30,75,17,3,79,B+
S04931,5.04,0,5.73,15,16,27,84,19,4,77,B+
S04932,6.5,0,8.83,16,16,28,92,18,3,78,B+
S04933,6.94,0,7.59,17,15,30,68,18,4,80,B+
S04934,5.44,1,7.83,15,14,26,88,21,4,76,B+
S04935,6.47,3,5.89,12,11,23,75,20,4,66,B
S04936,6.55,2,6.06,12,12,28,76,18,4,70,B
S04937,6.92,1,6.41,16,13,22,77,18,4,69,B
S04938,7.93,0,5.59,18,14,25,81,22,4,79,B+
S04939,6.93,0,6.17,12,16,27,68,20,5,75,B+
S04940,4.71,0,8.74,18,14,24,92,19,3,75,B+
S04941,6.73,0,5.43,18,15,26,87,22,5,81,B+
S04942,5.43,0,4.78,13,15,28,75,21,4,77,B+
S04943,5.44,1,6.77,13,15,29,95,19,2,76,B+
S04944,3.77,1,6.43,15,13,21,83,16,3,65,B
S04945,6.45,0,5.28,17,17,30,66,20,4,84,B+
S04946,6.7,2,7.07,12,13,26,77,18,4,69,B
S04947,5.53,0,7.57,15,14,27,73,16,2,72,B
S04948,6.23,0,6.66,16,13,26,80,21,4,76,B+
S04949,7.56,0,6.57,16,15,30,72,24,5,85,A
S04950,7.02,0,5.69,15,18,28,83,17,3,78,B+
S04951,6.12,0,8.5,18,17,30,79,19,4,84,B+
S04952,7.09,2,6.97,15,11,21,88,24,5,71,B
S04953,3.52,1,6.83,17,14,27,75,18,4,76,B+
S04954,5.52,0,6.34,17,18,25,88,20,4,80,B+
S04955,7.67,1,7.76,14,13,27,65,20,5,74,B
S04956,7.15,0,6.72,16,15,26,66,19,4,76,B+
S04957,5.16,0,6.78,16,15,25,73,21,5,77,B+
S04958,7.27,0,6.36,12,11,23,81,18,3,64,C+
S04959,6.13,0,5.69,16,16,26,61,14,4,72,B
S04960,5.95,0,7.2,14,18,27,86,23,4,82,B+
S04961,6.43,0,3.93,14,16,31,72,20,4,81,B+
S04962,6.16,0,4.98,14,14,29,91,20,3,77,B+
S04963,7.42,0,6.53,15,13,21,83,20,4,69,B
S04964,8.87,0,7.5,12,14,24,80,22,4,72,B
S04965,5.55,2,5.4,8,15,23,79,16,2,62,C+
S04966,4.89,1,5.58,12,14,22,87,21,4,69,B
S04967,6.66,1,7.17,12,16,30,88,21,4,79,B+
S04968,4.48,0,6.93,13,18,29,84,17,3,77,B+
S04969,6.86,0,7.19,15,14,24,76,21,4,74,B
S04970,6.53,0,8.51,18,17,27,98,21,4,83,B+
S04971,6.22,0,6.61,13,17,28,83,21,4,79,B+
S04972,5.06,0,5.34,13,15,30,71,14,2,72,B
S04973,4.48,1,6.32,13,17,27,92,20,4,77,B+
S04974,4.91,0,7.27,12,15,28,81,20,3,75,B+
S04975,7.03,0,4.64,14,15,24,83,22,5,75,B+
S04976,6.96,2,6.28,10,14,21,73,18,3,63,C+
S04977,6.68,0,6.55,16,19,29,75,20,5,84,B+
S04978,5.73,0,6.26,16,13,27,82,19,4,75,B+
S04979,7.23,1,3.83,13,13,27,83,16,2,69,B
S04980,5.82,0,7.92,16,9,22,90,23,5,70,B
S04981,6.39,0,8.46,17,15,27,84,19,4,78,B+
S04982,4.71,0,6.55,14,19,26,85,15,3,74,B
S04983,7.42,0,8.03,17,14,21,75,19,4,71,B
S04984,6.63,1,6.15,9,16,29,80,17,3,71,B
S04985,4.84,0,6.53,16,19,29,61,18,5,82,B+
S04986,7.06,0,7.9,16,12,24,68,22,5,74,B
S04987,7.83,0,7.03,12,15,31,71,21,4,79,B+
S04988,6.05,0,6.37,16,13,33,99,22,3,84,B+
S04989,5.78,0,6.79,17,12,30,72,14,3,73,B
S04990,6.4,1,9.84,18,12,26,77,22,4,78,B+
S04991,7.03,1,6.65,16,17,26,88,19,4,78,B+
S04992,8.26,1,7.17,9,10,27,82,18,3,64,C+
S04993,7.98,2,7.4,15,12,22,86,22,5,71,B
S04994,5.42,3,5.99,7,9,23,56,14,3,53,C
S04995,7.19,0,5.47,14,11,22,76,17,3,64,C+
S04996,7.9,0,7.0,14,17,30,79,24,5,85,A
S04997,5.12,0,6.4,15,14,25,95,25,4,79,B+
S04998,5.79,0,7.78,17,15,28,79,18,4,78,B+
S04999,6.67,0,6.32,13,14,31,83,22,5,80,B+
S05000,5.54,0,6.34,15,15,28,86,15,2,73,B
S05001,7.73,0,7.16,14,17,27,93,25,5,83,B+
S05002,8.86,1,6.19,18,13,22,83,14,2,67,B
S05003,6.48,0,7.73,15,16,28,77,15,2,74,B
S05004,5.65,0,6.93,15,11,31,94,20,3,77,B+
S05005,7.52,0,5.87,15,16,24,68,18,4,73,B
S05006,6.41,0,6.98,16,13,30,54,16,4,75,B+
S05007,8.34,0,6.61,15,14,29,71,15,3,73,B
S05008,6.01,0,6.26,13,15,27,93,25,5,80,B+
S05009,6.47,2,8.66,13,10,20,78,20,4,63,C+
S05010,6.84,0,6.84,16,17,31,88,20,4,84,B+
S05011,7.24,0,7.25,17,15,27,83,20,5,79,B+
S05012,8.71,0,6.26,18,19,27,64,19,4,83,B+
S05013,5.85,0,7.66,15,17,25,84,17,2,74,B
S05014,7.22,1,5.62,14,12,28,94,22,3,76,B+
S05015,5.21,0,6.47,14,13,27,80,20,4,74,B
S05016,6.85,0,6.74,12,18,29,74,17,4,76,B+
S05017,4.58,0,5.92,15,16,22,71,22,5,75,B+
S05018,5.8,0,8.0,17,18,27,69,12,1,74,B
S05019,5.68,0,7.28,12,17,27,89,22,4,78,B+
S05020,5.52,0,6.58,11,15,30,87,23,5,79,B+
S05021,7.34,0,6.35,18,16,28,73,14,2,76,B+
S05022,6.74,1,6.78,14,12,29,81,20,3,75,B+
S05023,5.14,0,8.33,14,14,28,62,19,5,75,B+
S05024,7.22,0,6.0,13,15,29,71,20,4,77,B+
S05025,5.83,0,5.51,17,14,26,75,23,5,80,B+
S05026,5.8,0,6.78,16,18,23,78,17,2,74,B
S05027,7.3,1,6.9,19,15,23,70,20,3,77,B+
S05028,7.48,1,6.22,14,9,29,79,20,5,72,B
S05029,6.13,0,6.31,18,17,26,74,15,2,76,B+
S05030,6.89,0,7.96,18,18,30,67,13,2,79,B+
S05031,5.59,0,6.47,14,14,23,80,19,3,70,B
S05032,8.13,2,5.69,10,8,20,94,24,5,62,C+
S05033,8.4,0,6.62,14,16,27,81,17,3,74,B
S05034,6.16,0,5.93,17,18,30,71,20,4,85,A
S05035,5.33,0,7.1,13,15,26,92,21,4,75,B+
S05036,6.89,1,7.93,12,15,24,82,24,4,75,B+
S05037,6.82,0,6.68,16,14,29,73,21,4,80,B+
S05038,7.79,0,7.92,13,12,30,77,17,3,72,B
S05039,5.8,1,6.62,8,13,19,88,21,3,61,C+
S05040,6.85,0,6.1,15,17,25,91,22,4,79,B+
S05041,7.5,0,7.41,16,12,22,79,15,2,65,B
S05042,5.36,1,6.58,13,14,28,89,20,4,75,B+
S05043,5.54,0,5.65,11,18,32,86,19,4,80,B+
S05044,4.82,0,7.36,14,17,29,59,16,3,76,B+
S05045,6.23,0,7.81,13,18,29,80,17,3,77,B+
S05046,7.94,0,7.84,15,17,28,72,21,5,81,B+
S05047,3.56,0,5.64,16,17,20,71,16,3,69,B
S05048,6.42,3,9.44,13,13,19,90,21,4,66,B
S05049,6.58,1,7.69,14,15,27,69,17,4,73,B
S05050,5.62,1,6.35,13,12,20,96,22,5,67,B
S05051,7.92,0,5.3,16,14,28,69,16,3,74,B
S05052,5.82,0,8.5,14,17,28,98,21,4,80,B+
S05053,5.32,0,5.7,15,17,24,87,21,4,77,B+
S05054,6.89,1,6.14,15,11,27,71,17,3,70,B
